,exchange,symbol,timestamp,local_timestamp,asks[0].price,asks[0].amount,bids[0].price,bids[0].amount,asks[1].price,asks[1].amount,bids[1].price,bids[1].amount,asks[2].price,asks[2].amount,bids[2].price,bids[2].amount,asks[3].price,asks[3].amount,bids[3].price,bids[3].amount,asks[4].price,asks[4].amount,bids[4].price,bids[4].amount,asks[5].price,asks[5].amount,bids[5].price,bids[5].amount,asks[6].price,asks[6].amount,bids[6].price,bids[6].amount,asks[7].price,asks[7].amount,bids[7].price,bids[7].amount,asks[8].price,asks[8].amount,bids[8].price,bids[8].amount,asks[9].price,asks[9].amount,bids[9].price,bids[9].amount,asks[10].price,asks[10].amount,bids[10].price,bids[10].amount,asks[11].price,asks[11].amount,bids[11].price,bids[11].amount,asks[12].price,asks[12].amount,bids[12].price,bids[12].amount,asks[13].price,asks[13].amount,bids[13].price,bids[13].amount,asks[14].price,asks[14].amount,bids[14].price,bids[14].amount,asks[15].price,asks[15].amount,bids[15].price,bids[15].amount,asks[16].price,asks[16].amount,bids[16].price,bids[16].amount,asks[17].price,asks[17].amount,bids[17].price,bids[17].amount,asks[18].price,asks[18].amount,bids[18].price,bids[18].amount,asks[19].price,asks[19].amount,bids[19].price,bids[19].amount,asks[20].price,asks[20].amount,bids[20].price,bids[20].amount,asks[21].price,asks[21].amount,bids[21].price,bids[21].amount,asks[22].price,asks[22].amount,bids[22].price,bids[22].amount,asks[23].price,asks[23].amount,bids[23].price,bids[23].amount,asks[24].price,asks[24].amount,bids[24].price,bids[24].amount
28,deribit,BTC-PERPETUAL,2020-04-01 00:00:01.067395,1585699201067395,6421.5,36540,6421.0,136160,6422.0,1190,6420.5,18830,6422.5,1110,6420.0,44410,6423.0,6380,6419.5,6460,6423.5,1530,6419.0,7980,6424.0,36990,6418.5,26750,6424.5,120,6418.0,33540,6425.0,51280,6417.5,30630,6425.5,61770,6417.0,26350,6426.0,3500,6416.5,4640,6426.5,16340,6416.0,31180,6427.0,22510,6415.5,22150,6427.5,45390,6415.0,290,6428.0,10620,6414.5,19120,6428.5,39950,6414.0,100660,6429.0,82520,6413.5,93070,6429.5,30230,6412.5,73580,6430.0,48300,6412.0,1150,6430.5,46800,6411.5,10,6431.0,12790,6411.0,28410,6431.5,21430,6410.5,23490,6432.0,56320,6410.0,9340,6432.5,22000,6409.5,57410,6433.0,24780,6409.0,120,6433.5,19300,6408.5,44240
75,deribit,BTC-PERPETUAL,2020-04-01 00:00:02.008050,1585699202008050,6421.5,20760,6421.0,141990,6422.0,1190,6420.5,28830,6422.5,1000,6420.0,34410,6423.0,1010,6419.5,6570,6423.5,1640,6419.0,7870,6424.0,36990,6418.5,45950,6425.0,49610,6418.0,20750,6425.5,61770,6417.5,18140,6426.0,5300,6417.0,26350,6426.5,16340,6416.5,18690,6427.0,22210,6416.0,26280,6427.5,45390,6415.5,22150,6428.0,10160,6415.0,290,6428.5,39950,6414.5,17590,6429.0,82520,6414.0,100660,6429.5,30230,6413.5,112310,6430.0,47830,6412.5,73580,6430.5,47260,6412.0,1150,6431.0,4450,6411.5,10,6431.5,21430,6411.0,9180,6432.0,58130,6410.5,23490,6432.5,22000,6410.0,9340,6433.0,24780,6409.5,57410,6433.5,26300,6409.0,120,6434.0,95550,6408.5,44240
125,deribit,BTC-PERPETUAL,2020-04-01 00:00:03.001646,1585699203001646,6421.5,20760,6421.0,134700,6422.0,1190,6420.5,18830,6422.5,1000,6420.0,18080,6423.0,1010,6419.5,3260,6423.5,1530,6419.0,7870,6424.0,14590,6418.5,26620,6425.0,3210,6418.0,20630,6425.5,61770,6417.5,32460,6426.0,51430,6417.0,19940,6427.0,22210,6416.5,11050,6427.5,51810,6416.0,24610,6428.0,10000,6415.5,22150,6428.5,39950,6415.0,310,6429.0,18500,6414.5,20800,6429.5,3780,6414.0,20840,6430.0,47830,6413.5,93070,6430.5,61190,6412.5,73580,6431.0,4320,6412.0,1150,6431.5,21430,6411.5,10,6432.0,5040,6411.0,9180,6432.5,22000,6410.5,23490,6433.0,24780,6410.0,9340,6433.5,7410,6409.5,31170,6434.0,114850,6409.0,120,6434.5,23860,6408.5,44240
153,deribit,BTC-PERPETUAL,2020-04-01 00:00:04.091533,1585699204091533,6421.5,17940,6421.0,137800,6422.0,1190,6420.5,28830,6422.5,1000,6420.0,62830,6423.0,1010,6419.5,3260,6423.5,1530,6419.0,7870,6424.0,14590,6418.5,26620,6425.0,3210,6418.0,20760,6425.5,61770,6417.5,38870,6426.0,48220,6417.0,19940,6427.0,25420,6416.5,4640,6427.5,51810,6416.0,24610,6428.0,10000,6415.5,22150,6428.5,39950,6415.0,310,6429.0,18500,6414.5,20800,6429.5,17170,6414.0,20840,6430.0,47830,6413.5,93070,6430.5,47800,6412.5,73580,6431.0,4450,6412.0,1150,6431.5,21430,6411.5,10,6432.0,37840,6411.0,9180,6432.5,20000,6410.5,23490,6433.0,26780,6410.0,9340,6433.5,26710,6409.5,31170,6434.0,95550,6409.0,120,6434.5,23860,6408.5,44240
205,deribit,BTC-PERPETUAL,2020-04-01 00:00:05.002986,1585699205002986,6421.5,330,6421.0,122770,6422.0,1190,6420.5,18830,6422.5,1000,6420.0,62830,6423.0,1010,6419.5,3260,6423.5,14320,6419.0,7870,6424.0,750,6418.5,26620,6425.0,3210,6418.0,50750,6425.5,55350,6417.5,32860,6426.0,1950,6417.0,19540,6427.0,25420,6416.5,4640,6427.5,390,6416.0,31020,6428.0,24270,6415.5,22150,6428.5,39950,6415.0,310,6429.0,116190,6414.5,20800,6429.5,20590,6414.0,20840,6430.0,47830,6413.5,93070,6430.5,32320,6412.5,27310,6431.0,19940,6412.0,1150,6431.5,21430,6411.5,10,6432.0,37840,6411.0,9180,6432.5,20000,6410.5,23490,6433.0,26780,6410.0,55610,6433.5,7410,6409.5,31170,6434.0,95550,6409.0,120,6434.5,23860,6408.5,44240
220,deribit,BTC-PERPETUAL,2020-04-01 00:00:06.082512,1585699206082512,6421.5,330,6421.0,133400,6422.0,1190,6420.5,18830,6422.5,1000,6420.0,62830,6423.0,1010,6419.5,3260,6423.5,13950,6419.0,20660,6424.0,750,6418.5,26620,6425.0,3210,6418.0,57160,6425.5,55350,6417.5,20080,6426.0,1950,6417.0,19540,6427.0,25420,6416.5,4640,6427.5,390,6416.0,24610,6428.0,30690,6415.5,22150,6428.5,39950,6415.0,290,6429.0,116190,6414.5,20800,6429.5,17170,6414.0,20840,6430.0,47830,6413.5,93070,6430.5,32320,6412.5,27310,6431.0,19940,6412.0,1150,6431.5,21430,6411.5,10,6432.0,37840,6411.0,9180,6432.5,20000,6410.5,23490,6433.0,24780,6410.0,55610,6433.5,9410,6409.5,31170,6434.0,114850,6409.0,120,6434.5,23860,6408.5,44240
240,deribit,BTC-PERPETUAL,2020-04-01 00:00:07.104082,1585699207104082,6421.5,330,6421.0,127180,6422.0,1190,6420.5,18830,6422.5,1000,6420.0,62830,6423.0,1010,6419.5,3260,6423.5,13950,6419.0,20660,6424.0,750,6418.5,26620,6425.0,3210,6418.0,57160,6425.5,55350,6417.5,20080,6426.0,1950,6417.0,19540,6427.0,25420,6416.5,4640,6427.5,390,6416.0,24610,6428.0,24270,6415.5,22150,6428.5,46370,6415.0,310,6429.0,116190,6414.5,20800,6429.5,3780,6414.0,20840,6430.0,47830,6413.5,93070,6430.5,32320,6412.5,27310,6431.0,33330,6412.0,1150,6431.5,21430,6411.5,10,6432.0,37840,6411.0,9180,6432.5,20000,6410.5,23490,6433.0,24780,6410.0,55610,6433.5,9410,6409.5,31170,6434.0,95550,6409.0,120,6434.5,23860,6408.5,44240
245,deribit,BTC-PERPETUAL,2020-04-01 00:00:08.007774,1585699208007774,6421.5,330,6421.0,128980,6422.0,1190,6420.5,18830,6422.5,1000,6420.0,62830,6423.0,1010,6419.5,3260,6423.5,13950,6419.0,20660,6424.0,750,6418.5,26620,6425.0,3210,6418.0,57160,6425.5,55350,6417.5,20080,6426.0,1950,6417.0,19540,6427.0,25420,6416.5,4640,6427.5,390,6416.0,24610,6428.0,24270,6415.5,22150,6428.5,46370,6415.0,3020,6429.0,116190,6414.5,20800,6429.5,17170,6414.0,20840,6430.0,47830,6413.5,93070,6430.5,32320,6412.5,24600,6431.0,19940,6412.0,1150,6431.5,21430,6411.5,10,6432.0,37840,6411.0,9180,6432.5,20000,6410.5,23490,6433.0,24780,6410.0,55610,6433.5,7410,6409.5,31170,6434.0,114850,6409.0,120,6434.5,23860,6408.5,44240
270,deribit,BTC-PERPETUAL,2020-04-01 00:00:09.021553,1585699209021553,6421.5,330,6421.0,127180,6422.0,1190,6420.5,18830,6422.5,1000,6420.0,62830,6423.0,1010,6419.5,3260,6423.5,13950,6419.0,7870,6424.0,730,6418.5,26620,6424.5,20,6418.0,63540,6425.0,3210,6417.5,26490,6425.5,55350,6417.0,19540,6426.0,48220,6416.5,4640,6427.0,22210,6416.0,24610,6427.5,390,6415.5,22150,6428.0,27480,6415.0,3020,6428.5,46370,6414.5,20800,6429.0,69920,6414.0,20840,6429.5,17170,6413.5,93070,6430.0,47830,6413.0,46270,6430.5,30780,6412.5,24600,6431.0,19940,6412.0,1150,6431.5,22970,6411.5,10,6432.0,37840,6411.0,9180,6432.5,20000,6410.5,23490,6433.0,24780,6410.0,9340,6433.5,9410,6409.5,31170,6434.0,95550,6409.0,120
287,deribit,BTC-PERPETUAL,2020-04-01 00:00:10.051930,1585699210051930,6421.5,15160,6421.0,127180,6422.0,1190,6420.5,18830,6422.5,1000,6420.0,61230,6423.0,1010,6419.5,3260,6423.5,1110,6419.0,9470,6424.0,730,6418.5,28160,6424.5,20,6418.0,63540,6425.0,3210,6417.5,18540,6425.5,55350,6417.0,19540,6426.0,62490,6416.5,11050,6427.0,28630,6416.0,24610,6427.5,390,6415.5,22150,6428.0,13210,6415.0,3020,6428.5,46370,6414.5,20800,6429.0,63500,6414.0,20840,6429.5,17170,6413.5,93070,6430.0,47830,6413.0,46270,6430.5,30780,6412.5,24600,6431.0,19940,6412.0,1150,6431.5,22970,6411.5,10,6432.0,37840,6411.0,9180,6432.5,20000,6410.5,23490,6433.0,24780,6410.0,9340,6433.5,9410,6409.5,31170,6434.0,95550,6409.0,120
298,deribit,BTC-PERPETUAL,2020-04-01 00:00:11.002618,1585699211002618,6421.5,14840,6421.0,134380,6422.0,1190,6420.5,18830,6422.5,1000,6420.0,61230,6423.0,1010,6419.5,3260,6423.5,1110,6419.0,9470,6424.0,730,6418.5,40950,6424.5,20,6418.0,50750,6425.0,3210,6417.5,18540,6425.5,69610,6417.0,19540,6426.0,48220,6416.5,11050,6427.0,28630,6416.0,24610,6427.5,390,6415.5,22150,6428.0,13210,6415.0,3020,6428.5,46370,6414.5,1560,6429.0,63500,6414.0,20840,6429.5,17170,6413.5,112310,6430.0,47830,6413.0,46270,6430.5,30780,6412.5,24600,6431.0,19940,6412.0,1150,6431.5,22970,6411.5,10,6432.0,37840,6411.0,9180,6432.5,20000,6410.5,23490,6433.0,24780,6410.0,9340,6433.5,9410,6409.5,31170,6434.0,95550,6409.0,120
347,deribit,BTC-PERPETUAL,2020-04-01 00:00:12.024096,1585699212024096,6421.5,2330,6421.0,136120,6422.0,190,6420.5,18830,6422.5,13840,6420.0,39230,6423.0,1010,6419.5,3260,6423.5,5650,6419.0,9470,6424.0,730,6418.5,26620,6424.5,20,6418.0,63540,6425.0,3210,6417.5,18540,6425.5,69610,6417.0,21080,6426.0,150,6416.5,11050,6427.0,23010,6416.0,24610,6427.5,390,6415.5,22150,6428.0,19630,6415.0,3020,6428.5,92640,6414.5,1560,6429.0,63500,6414.0,20840,6429.5,14170,6413.5,112310,6430.0,47830,6412.5,24600,6430.5,780,6412.0,47420,6431.0,21750,6411.5,10,6431.5,22970,6411.0,19450,6432.0,36030,6410.5,23490,6432.5,20000,6410.0,9340,6433.0,54780,6409.5,31170,6433.5,9410,6409.0,120,6434.0,95550,6408.5,33970
406,deribit,BTC-PERPETUAL,2020-04-01 00:00:13.018231,1585699213018231,6421.5,2010,6421.0,138870,6422.0,190,6420.5,18830,6422.5,13840,6420.0,59190,6423.0,1010,6419.5,16050,6423.5,1110,6419.0,9470,6424.0,350,6418.5,54900,6424.5,400,6418.0,52970,6425.0,3210,6417.5,860,6425.5,55350,6417.0,19540,6426.0,150,6416.5,4640,6426.5,14280,6416.0,116140,6427.0,21210,6415.5,22150,6427.5,390,6415.0,3020,6428.0,18220,6414.5,1560,6428.5,30300,6414.0,20840,6429.0,790,6413.5,3070,6429.5,18490,6412.5,90100,6430.0,47830,6412.0,1270,6430.5,45780,6411.5,10,6431.0,64150,6411.0,19450,6431.5,36920,6410.5,23490,6432.0,35910,6410.0,9340,6432.5,34940,6409.5,31170,6433.0,54780,6408.5,33970,6433.5,2410,6408.0,50
429,deribit,BTC-PERPETUAL,2020-04-01 00:00:14.036924,1585699214036924,6421.5,2010,6421.0,142270,6422.5,13840,6420.5,18830,6423.0,1010,6420.0,62400,6423.5,1110,6419.5,3370,6424.0,350,6419.0,22260,6424.5,400,6418.5,48490,6425.0,3210,6418.0,54510,6425.5,55350,6417.5,860,6426.0,14280,6417.0,19350,6426.5,10,6416.5,4640,6427.0,21210,6416.0,114610,6427.5,390,6415.5,22020,6428.0,64490,6415.0,310,6428.5,30300,6414.5,47830,6429.0,790,6414.0,20840,6429.5,24910,6413.5,3070,6430.0,47830,6412.5,46540,6430.5,45780,6412.0,1270,6431.0,12990,6411.5,10,6431.5,36920,6411.0,19450,6432.0,35910,6410.5,23490,6432.5,33400,6410.0,9340,6433.0,54780,6409.5,31170,6433.5,2410,6408.5,33970,6434.0,7350,6408.0,50
444,deribit,BTC-PERPETUAL,2020-04-01 00:00:15.200965,1585699215200965,6421.5,2010,6421.0,142270,6422.5,13840,6420.5,18830,6423.0,1010,6420.0,62400,6423.5,1110,6419.5,16160,6424.0,350,6419.0,15880,6424.5,400,6418.5,42080,6425.0,3210,6418.0,54510,6425.5,5000,6417.5,970,6426.0,14280,6417.0,19350,6426.5,10,6416.5,4640,6427.0,21210,6416.0,114610,6427.5,390,6415.5,68290,6428.0,64490,6415.0,3020,6428.5,30300,6414.5,1560,6429.0,790,6414.0,20840,6429.5,24910,6413.5,3070,6430.0,47830,6412.5,43830,6430.5,45780,6412.0,1270,6431.0,12990,6411.5,10,6431.5,36920,6411.0,19450,6432.0,35910,6410.5,23490,6432.5,33400,6410.0,9340,6433.0,54780,6409.5,31170,6433.5,2410,6408.5,33970,6434.0,7350,6408.0,50
463,deribit,BTC-PERPETUAL,2020-04-01 00:00:16.002895,1585699216002895,6421.5,2010,6421.0,142270,6422.5,12840,6420.5,18830,6423.0,1010,6420.0,62400,6423.5,1110,6419.5,3260,6424.0,540,6419.0,37720,6425.0,3610,6418.5,44300,6425.5,5000,6418.0,43640,6426.0,14280,6417.5,570,6426.5,10,6417.0,19350,6427.0,21210,6416.5,4640,6427.5,390,6416.0,114610,6428.0,64490,6415.5,22020,6428.5,27090,6415.0,3020,6429.0,790,6414.5,47830,6429.5,3990,6414.0,40080,6430.0,65550,6413.5,3070,6430.5,52210,6412.5,24600,6431.0,11450,6412.0,1270,6431.5,36920,6411.5,10,6432.0,35910,6411.0,19450,6432.5,36740,6410.5,23490,6433.0,54780,6410.0,9340,6433.5,2410,6409.5,31170,6434.0,5550,6408.5,33970,6434.5,23860,6408.0,50
565,deribit,BTC-PERPETUAL,2020-04-01 00:00:17.024191,1585699217024191,6422.5,10830,6422.0,198300,6423.0,10,6421.0,11040,6423.5,110,6420.5,18830,6424.0,200,6420.0,62400,6424.5,20,6419.5,18720,6425.0,3210,6419.0,27150,6425.5,5400,6418.5,39410,6426.0,14280,6418.0,37230,6426.5,10,6417.5,570,6427.0,21210,6417.0,26060,6427.5,390,6416.5,4640,6428.0,58070,6416.0,114610,6428.5,27090,6415.5,68290,6429.0,7210,6415.0,3020,6429.5,3990,6414.5,1560,6430.0,78410,6414.0,20840,6430.5,52210,6413.5,3070,6431.0,11450,6412.5,43830,6431.5,21430,6412.0,1270,6432.0,51400,6411.5,10,6432.5,36740,6411.0,19450,6433.0,54780,6410.5,23490,6433.5,410,6410.0,9340,6434.0,5550,6409.5,31170,6434.5,25860,6408.5,33970
632,deribit,BTC-PERPETUAL,2020-04-01 00:00:18.020819,1585699218020819,6423.0,10,6422.5,200160,6423.5,110,6422.0,9690,6424.0,10,6421.0,30300,6424.5,20,6420.5,18830,6425.0,5010,6420.0,62400,6425.5,5400,6419.5,18720,6426.0,10,6419.0,25550,6426.5,3210,6418.5,26620,6427.0,21210,6418.0,32230,6427.5,390,6417.5,570,6428.0,11800,6417.0,19350,6428.5,39940,6416.5,4940,6429.0,790,6416.0,114610,6429.5,3990,6415.5,22020,6430.0,78410,6415.0,3020,6430.5,52210,6414.5,1560,6431.0,57720,6414.0,50840,6431.5,21430,6413.5,3070,6432.0,51400,6412.5,90100,6432.5,51020,6412.0,1270,6433.0,54780,6411.5,10,6433.5,6840,6411.0,19450,6434.0,5550,6410.5,23490,6434.5,25860,6410.0,9340,6435.0,39120,6409.5,1170
735,deribit,BTC-PERPETUAL,2020-04-01 00:00:19.001476,1585699219001476,6423.5,110,6423.0,197760,6424.0,200,6422.5,2610,6424.5,20,6422.0,13910,6425.0,10,6421.0,14020,6425.5,400,6420.5,18830,6426.0,10,6420.0,68820,6426.5,3210,6419.5,18720,6427.0,21210,6419.0,25550,6427.5,13240,6418.5,26620,6428.0,10000,6418.0,32230,6428.5,27090,6417.5,570,6429.0,2590,6417.0,19650,6429.5,3990,6416.5,4640,6430.0,65550,6416.0,114910,6430.5,7210,6415.5,22020,6431.0,10840,6415.0,3020,6431.5,67700,6414.5,1560,6432.0,97010,6414.0,50840,6432.5,42250,6413.5,49340,6433.0,24780,6412.5,43830,6433.5,410,6412.0,1270,6434.0,5550,6411.5,10,6434.5,37260,6411.0,19450,6435.0,38930,6410.5,23490,6435.5,30000,6410.0,9340
875,deribit,BTC-PERPETUAL,2020-04-01 00:00:20.014509,1585699220014509,6424.0,200,6423.5,204740,6424.5,20,6423.0,43770,6425.0,10,6422.5,25080,6426.0,410,6422.0,1000,6426.5,10,6421.5,17690,6427.0,3210,6421.0,17230,6427.5,13380,6420.5,2180,6428.0,10000,6420.0,38690,6428.5,20420,6419.5,50,6429.0,330,6419.0,26590,6429.5,320,6418.5,117020,6430.0,49630,6418.0,170,6430.5,780,6417.5,17350,6431.0,480,6417.0,19350,6431.5,28100,6416.5,1050,6432.0,49180,6416.0,4610,6432.5,57600,6415.5,22020,6433.0,71050,6415.0,3020,6433.5,3760,6414.5,1560,6434.0,8040,6414.0,50840,6434.5,76500,6413.5,88070,6435.0,23930,6412.5,25770,6435.5,30000,6412.0,270,6436.0,32250,6411.5,1180,6436.5,3150,6411.0,8010
1041,deribit,BTC-PERPETUAL,2020-04-01 00:00:21.071002,1585699221071002,6426.0,100,6425.5,74780,6427.5,13240,6425.0,5460,6428.0,15400,6423.5,7670,6428.5,19640,6423.0,41170,6429.0,1930,6422.5,12240,6429.5,320,6422.0,32510,6430.0,49630,6421.5,17690,6430.5,47050,6421.0,10940,6431.0,480,6420.5,2450,6431.5,28100,6420.0,23230,6432.0,45570,6419.5,50,6432.5,24620,6419.0,26590,6433.0,25390,6418.5,116620,6433.5,6970,6418.0,170,6434.0,8040,6417.5,17330,6434.5,72160,6417.0,69620,6435.0,21810,6416.5,1050,6435.5,49830,6416.0,4610,6436.0,30710,6415.5,22140,6436.5,160,6415.0,3000,6437.0,7200,6414.5,1560,6437.5,63490,6414.0,52010,6438.0,5610,6413.5,42970,6438.5,280,6413.0,1170,6439.0,123290,6412.5,20600
1238,deribit,BTC-PERPETUAL,2020-04-01 00:00:22.003394,1585699222003394,6427.5,4300,6427.0,31470,6428.0,15400,6426.0,11750,6428.5,32660,6425.5,51420,6429.0,330,6424.5,166780,6429.5,320,6424.0,20,6430.0,49630,6423.5,13770,6430.5,2380,6423.0,8420,6431.0,46750,6422.5,1010,6431.5,42380,6422.0,32510,6432.0,45570,6421.5,17690,6432.5,36690,6421.0,10920,6433.0,25390,6420.5,2450,6433.5,6970,6420.0,24770,6434.0,8040,6419.5,14200,6434.5,39350,6419.0,25050,6435.0,20000,6418.5,116620,6435.5,49830,6418.0,170,6436.0,44240,6417.5,18070,6436.5,17260,6417.0,69620,6437.0,26890,6416.5,1070,6437.5,63490,6416.0,4610,6438.0,155630,6415.5,22140,6438.5,280,6415.0,22240,6439.0,123290,6414.5,25020,6439.5,750,6414.0,52010
1434,deribit,BTC-PERPETUAL,2020-04-01 00:00:23.013026,1585699223013026,6427.5,370,6427.0,108480,6428.0,10000,6426.5,166780,6428.5,540,6426.0,37780,6429.0,330,6425.5,12840,6429.5,13280,6425.0,3210,6430.0,25730,6424.5,120,6430.5,320,6424.0,15620,6431.0,1740,6423.5,4220,6431.5,21430,6423.0,21110,6432.0,110,6422.5,1400,6433.0,36730,6422.0,26140,6433.5,47140,6421.5,1410,6434.0,1040,6421.0,148490,6434.5,65750,6420.5,2210,6435.0,45460,6420.0,24770,6435.5,7530,6419.5,14200,6436.0,20710,6419.0,30050,6436.5,39910,6418.5,25210,6437.0,26880,6418.0,170,6437.5,79330,6417.5,18070,6438.0,70290,6417.0,23350,6438.5,3820,6416.5,1080,6439.0,33290,6416.0,4370,6439.5,18540,6415.5,23310,6440.0,195670,6415.0,23410
1546,deribit,BTC-PERPETUAL,2020-04-01 00:00:24.018603,1585699224018603,6428.0,9120,6427.5,160690,6428.5,540,6427.0,187210,6429.0,330,6426.5,48950,6429.5,320,6426.0,8170,6430.0,25330,6425.5,6420,6430.5,320,6425.0,8330,6431.0,2140,6424.5,6420,6431.5,34290,6424.0,33320,6432.0,110,6423.5,1410,6432.5,5000,6423.0,4950,6433.0,27470,6422.5,1000,6433.5,46680,6422.0,26140,6434.0,1040,6421.5,18190,6434.5,23860,6421.0,98300,6435.0,51670,6420.5,2210,6435.5,32650,6420.0,69500,6436.0,24220,6419.5,14200,6436.5,46320,6419.0,30050,6437.0,27800,6418.5,25210,6437.5,79790,6418.0,170,6438.0,40290,6417.5,28910,6438.5,2280,6417.0,23350,6439.0,23290,6416.5,80,6439.5,20080,6416.0,4370,6440.0,10670,6415.5,23310
1704,deribit,BTC-PERPETUAL,2020-04-01 00:00:25.004427,1585699225004427,6428.0,7930,6427.5,216610,6428.5,540,6427.0,7440,6429.0,30,6426.5,3210,6430.0,25010,6426.0,17340,6430.5,5000,6425.5,24120,6431.0,1740,6425.0,5280,6431.5,13290,6424.5,6820,6432.0,30220,6424.0,16780,6432.5,51670,6423.5,151310,6433.0,26580,6423.0,4970,6433.5,410,6422.5,1000,6434.0,10950,6422.0,26160,6434.5,24470,6421.5,18190,6435.0,45000,6421.0,95590,6435.5,15210,6420.5,2050,6436.0,24080,6420.0,69500,6436.5,6590,6419.5,14200,6437.0,42310,6419.0,50,6437.5,86020,6418.5,27920,6438.0,7430,6418.0,270,6438.5,280,6417.5,30080,6439.0,45790,6417.0,24520,6439.5,20080,6416.5,36180,6440.0,30000,6416.0,3100,6440.5,59100,6415.5,22140
